segment,specialty,state,provider_count,avg_services,avg_payment
High Volume Low Value,Interventional Radiology,TX,39,3027.3846153846152,43.349599179578014
Low Volume High Value,Dermatology,TX,18,420.8333333333333,214.11829037540636
High Volume Low Value,Pediatric Medicine,PA,2,2643.5,56.125797663046754
Low Volume High Value,"Psychologist, Clinical",PA,282,255.31382978723406,114.78582356777883
High Volume High Value,Family Practice,NY,50,2926.86,115.78246808341048
Low Volume High Value,Family Practice,CA,594,280.9949494949495,114.64446573548746
Low Volume High Value,Undefined Physician type,CA,15,377.53333333333336,168.25556164807477
Low Volume Low Value,Sports Medicine,PA,39,377.64102564102564,65.54877669220603
Low Volume Low Value,Dentist,TX,10,107.5,48.24938796671667
Low Volume Low Value,Advanced Heart Failure and Transplant Cardiology,CA,19,661.6842105263158,83.58113618118844
Low Volume High Value,Advanced Heart Failure and Transplant Cardiology,TX,6,563.1666666666666,109.68003023002866
Low Volume Low Value,Hematology-Oncology,TX,154,434.8051948051948,79.27772419054499
High Volume High Value,Radiation Oncology,NY,182,2502.6703296703295,191.28892998752818
High Volume Low Value,Medical Oncology,CA,84,49055.357142857145,59.55674381042854
High Volume Low Value,Endocrinology,TX,181,5089.281767955801,57.01633208269108
High Volume High Value,Podiatry,NY,18,4826.444444444444,113.31232733146766
Low Volume Low Value,Neurosurgery,NY,70,136.97857142857143,76.36120423698648
High Volume High Value,Osteopathic Manipulative Medicine,CA,5,1771.4,179.17570392011618
Low Volume Low Value,Portable X-Ray Supplier,FL,3,175.33333333333334,38.08969098877778
High Volume High Value,Nuclear Medicine,TX,1,7632.0,5555.218941078571
High Volume High Value,Nuclear Medicine,PA,2,2817.0,216.51636861086303
High Volume High Value,Diagnostic Radiology,CA,367,21815.097002724793,163.61050977248493
Low Volume Low Value,Internal Medicine,TX,2980,441.28456375838925,71.78223607648926
High Volume Low Value,Physician Assistant,CA,702,4444.141025641025,61.74795171925376
Low Volume Low Value,General Surgery,PA,474,225.5253164556962,76.57832069598437
Low Volume High Value,Colorectal Surgery (Proctology),TX,76,370.3421052631579,132.84932425775796
High Volume High Value,Hematology-Oncology,TX,16,20802.5,132.96291212254005
Low Volume Low Value,Addiction Medicine,CA,9,239.77777777777777,72.9325960931664
High Volume Low Value,Pathology,PA,359,2710.598885793872,34.365586814602764
Low Volume High Value,General Surgery,FL,650,303.98615384615385,201.1051241303418
Low Volume High Value,Ambulance Service Provider,NY,101,545.0554455445543,201.9909218132327
Low Volume Low Value,"Psychologist, Clinical",FL,356,377.7752808988764,77.26597950880385
High Volume Low Value,Anesthesiology,NY,58,4331.2155172413795,85.03592785649936
High Volume High Value,Surgical Oncology,PA,1,1328.0,134.96890360433332
High Volume Low Value,Internal Medicine,FL,2188,4758.7577696526505,68.34437253484828
High Volume High Value,Clinical Cardiac Electrophysiology,CA,117,4387.931623931624,169.54449856441474
Low Volume High Value,Sleep Medicine,PA,8,364.25,130.69518039938785
Low Volume High Value,Clinical Laboratory,NY,2,519.5,787.0372849989167
Low Volume Low Value,Podiatry,TX,436,465.76376146788994,59.127100475821514
Low Volume Low Value,Allergy/ Immunology,TX,55,350.3636363636364,51.676190494854886
Low Volume Low Value,Clinical Cardiac Electrophysiology,FL,13,364.2307692307692,49.2191156029047
Low Volume High Value,Preventive Medicine,CA,9,93.11111111111111,118.9599403237895
High Volume High Value,Colorectal Surgery (Proctology),PA,9,1283.4444444444443,158.27974239566947
Low Volume Low Value,Pathology,NY,411,461.3170316301703,36.212787433826485
High Volume High Value,Internal Medicine,FL,241,7117.734439834025,117.879082969775
High Volume High Value,Neuropsychiatry,NY,3,17626.666666666668,131.46178492196222
Low Volume Low Value,Ophthalmology,TX,249,390.52208835341366,66.60201139803915
Low Volume Low Value,Medical Oncology,FL,57,381.17543859649123,82.14447107931603
Low Volume High Value,Neurosurgery,TX,236,382.135593220339,252.19199693813215
Low Volume High Value,Allergy/ Immunology,CA,17,156.52941176470588,127.97837001453745
High Volume High Value,Pathology,FL,10,18827.5,167.07511807840913
High Volume Low Value,Nuclear Medicine,PA,10,2492.0,43.190072713500285
High Volume High Value,Hand Surgery,NY,22,2976.5227272727275,145.42533721915098
Low Volume High Value,Anesthesiology Assistant,TX,55,42.69090909090909,145.20562683205605
High Volume High Value,Dermatology,NY,156,6788.358974358975,169.93519410277213
Low Volume Low Value,Endocrinology,NY,270,417.6148148148148,73.37132948094305
Low Volume High Value,Cardiac Surgery,TX,51,257.0980392156863,388.59096606022734
Low Volume Low Value,Interventional Radiology,FL,38,477.94736842105266,60.14569887369355
Low Volume Low Value,Physical Medicine and Rehabilitation,PA,217,424.5483870967742,76.20759930717072
Low Volume Low Value,Interventional Radiology,NY,64,257.640625,51.65980624025143
High Volume High Value,Emergency Medicine,TX,25,1225.04,124.87818658440828
High Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),FL,6,1634.8333333333333,92.0185538938528
High Volume Low Value,Audiologist,TX,11,1389.0,31.26224466561682
Low Volume Low Value,Sleep Medicine,NY,13,377.9230769230769,76.09737550625314
Low Volume High Value,Physician Assistant,NY,667,108.16791604197901,129.4233961813447
Low Volume Low Value,Registered Dietitian or Nutrition Professional,TX,102,209.33333333333334,30.19702084364968
Low Volume High Value,Plastic and Reconstructive Surgery,PA,63,213.15873015873015,175.99703998978976
High Volume Low Value,Clinical Laboratory,TX,183,138502.08142076503,39.456470714992825
High Volume High Value,Certified Registered Nurse Anesthetist (CRNA),FL,12,1378.5833333333333,114.36837061884792
High Volume High Value,General Practice,CA,25,7671.64,122.34895641226122
High Volume High Value,Pain Management,CA,54,8315.231481481482,132.51914550838387
High Volume High Value,Hospice and Palliative Care,NY,1,1756.0,115.614070908375
High Volume High Value,Pediatric Medicine,PA,1,1275.0,107.75482055934
Low Volume Low Value,Urology,FL,163,415.0184049079755,71.33027107692446
Low Volume High Value,Opioid Treatment Program,NY,19,602.9473684210526,157.76789395796928
High Volume High Value,Sports Medicine,TX,16,2313.4375,182.28288619899965
High Volume Low Value,Sleep Medicine,NY,4,1989.5,75.2922897576457
Low Volume Low Value,Preventive Medicine,TX,8,376.75,55.943787026493155
Low Volume Low Value,Nuclear Medicine,FL,5,223.6,55.92721606076666
Low Volume Low Value,Chiropractic,CA,2209,351.4210049796288,28.624961392504062
High Volume Low Value,Emergency Medicine,PA,98,1623.9489795918366,78.5140116948447
High Volume High Value,Dermatology,FL,408,8332.85931372549,155.089869916561
High Volume High Value,Clinical Cardiac Electrophysiology,FL,139,5040.014388489209,166.94558911120367
Low Volume High Value,Neurosurgery,NY,213,262.4037558685446,261.60733015876104
Low Volume High Value,Ambulatory Surgical Center,CA,357,383.7226890756302,1116.938636322882
Low Volume High Value,Hospitalist,FL,250,371.5,123.84299393267497
Low Volume Low Value,Critical Care (Intensivists),FL,100,435.37,86.63090988721233
Low Volume Low Value,Allergy/ Immunology,FL,29,316.9655172413793,55.54512872602149
High Volume Low Value,General Surgery,PA,23,6243.478260869565,69.69914521302276
High Volume High Value,Nurse Practitioner,FL,77,3880.7662337662337,117.28291812099943
High Volume High Value,Interventional Pain Management,CA,28,6550.071428571428,125.92576536049829
Low Volume High Value,Physician Assistant,TX,312,111.73397435897436,127.64424022903665
High Volume High Value,Cardiology,PA,134,3865.082089552239,175.54410870305054
High Volume Low Value,Radiation Oncology,TX,32,1851.84375,91.06432715330772
Low Volume Low Value,Emergency Medicine,CA,2085,341.810551558753,79.71276922603585
High Volume Low Value,Urology,FL,252,8577.214285714286,78.24617370078569
Low Volume Low Value,Gastroenterology,PA,249,382.34939759036143,87.55113099284053
High Volume Low Value,Emergency Medicine,TX,139,2120.021582733813,78.57387304581285
High Volume Low Value,Interventional Cardiology,FL,124,3418.8387096774195,82.06024785430415
High Volume High Value,Vascular Surgery,FL,97,2756.979381443299,303.22335239828857
Low Volume Low Value,Addiction Medicine,PA,13,189.92307692307693,62.31009573810257
High Volume High Value,Advanced Heart Failure and Transplant Cardiology,PA,4,2430.5,122.29984466878611
Low Volume Low Value,Medical Genetics and Genomics,CA,1,75.0,81.826746795
High Volume Low Value,Clinical Cardiac Electrophysiology,FL,33,3631.848484848485,71.28417412854328
Low Volume Low Value,Hematology-Oncology,FL,181,455.51381215469615,81.83720860389303
Low Volume Low Value,Plastic and Reconstructive Surgery,TX,124,93.20967741935483,69.02289460326969
Low Volume High Value,Otolaryngology,PA,47,511.9574468085106,192.2590378700544
Low Volume Low Value,Pulmonary Disease,TX,192,547.875,71.93502539307119
Low Volume High Value,Surgical Oncology,TX,72,235.98611111111111,196.92188670682967
High Volume High Value,Hematology,PA,2,1019.5,108.12150309739286
Low Volume High Value,Surgical Oncology,PA,25,381.04,218.76418426863734
High Volume Low Value,Cardiology,CA,780,4668.874487179487,73.92075056683973
Low Volume High Value,Sleep Medicine,FL,5,537.2,129.20855737545037
High Volume High Value,Critical Care (Intensivists),NY,17,3335.5882352941176,149.36239411878486
High Volume Low Value,Hand Surgery,NY,22,2504.068181818182,80.02777514772487
Low Volume High Value,Licensed Clinical Social Worker,PA,14,67.64285714285714,105.10168720557144
Low Volume High Value,Undefined Physician type,TX,2,324.0,110.77638840893749
Low Volume High Value,Internal Medicine,CA,1626,382.0313653136531,119.42914951442178
High Volume Low Value,Pulmonary Disease,CA,287,3345.4947735191636,75.23859341527911
High Volume Low Value,Physical Medicine and Rehabilitation,PA,187,4547.983957219251,77.06936858358956
Low Volume Low Value,Optometry,FL,1107,282.3008130081301,62.208532147208864
Low Volume High Value,Licensed Clinical Social Worker,NY,56,280.30357142857144,107.19244276933033
Low Volume High Value,Speech Language Pathologist,PA,11,243.63636363636363,121.6723059139394
High Volume Low Value,Interventional Radiology,CA,74,6759.635135135135,54.69116006900555
High Volume Low Value,Pain Management,FL,64,4698.7890625,80.51190360668406
High Volume Low Value,Hospice and Palliative Care,FL,7,1254.857142857143,73.8521266668384
Low Volume Low Value,Surgical Oncology,PA,10,106.0,84.16748316577335
Low Volume Low Value,Family Practice,TX,3948,354.4691236068896,60.37139745905969
Low Volume Low Value,Psychiatry,CA,1251,261.20303756994406,72.71766032814979
Low Volume High Value,Otolaryngology,TX,94,463.9468085106383,232.82893277871435
High Volume High Value,Independent Diagnostic Testing Facility (IDTF),TX,99,47233.10101010101,164.9431490246782
High Volume High Value,Anesthesiology,CA,56,6053.803571428572,139.00723702716186
Low Volume Low Value,Rheumatology,TX,124,380.71774193548384,71.1356627125513
High Volume Low Value,Pain Management,CA,87,3824.5689655172414,79.21207282139198
High Volume Low Value,Interventional Pain Management,TX,64,4758.484375,76.03623611567662
Low Volume High Value,Pediatric Medicine,PA,9,179.11111111111111,127.17133673787036
Low Volume High Value,Interventional Radiology,TX,20,405.0,487.6480494344588
High Volume Low Value,Nuclear Medicine,NY,21,4040.3333333333335,69.34082522711697
Low Volume High Value,Pediatric Medicine,FL,16,211.125,118.8785295874621
High Volume High Value,Hand Surgery,PA,26,3097.6153846153848,132.88077142539046
High Volume High Value,Nurse Practitioner,TX,56,7124.375,156.46845460143612
High Volume Low Value,Hematology,CA,21,51148.42857142857,66.3855196184815
Low Volume High Value,Maxillofacial Surgery,NY,18,178.33333333333334,249.89776826917367
Low Volume High Value,Neuropsychiatry,FL,3,230.33333333333334,115.9983198616111
High Volume Low Value,Clinical Cardiac Electrophysiology,CA,34,4101.441176470588,75.11340880427628
Low Volume High Value,Geriatric Psychiatry,PA,2,304.5,115.54299636791666
High Volume Low Value,Undefined Physician type,PA,1,1073.0,97.88255681436125
High Volume Low Value,Centralized Flu,FL,1209,3124.5889164598843,52.69472320326366
Low Volume Low Value,Psychiatry,PA,836,284.67583732057415,65.51668510612836
Low Volume High Value,General Surgery,CA,948,268.80168776371306,184.61022074245972
High Volume Low Value,Mass Immunizer Roster Biller,TX,1039,2018.5813282001925,61.91916377972364
High Volume Low Value,Dermatology,FL,403,5135.979404466501,77.5250946895748
Low Volume Low Value,General Practice,TX,125,331.744,58.00614246492039
High Volume Low Value,Chiropractic,FL,245,1617.9020408163265,25.950509297463956
Low Volume Low Value,Addiction Medicine,TX,5,312.0,69.92202809499334
Low Volume High Value,Interventional Cardiology,TX,19,582.7368421052631,120.71845125358591
High Volume Low Value,Hospice and Palliative Care,NY,4,1335.0,95.35309809171576
Low Volume High Value,Oral Surgery (Dentist only),TX,8,424.875,183.71431766167194
Low Volume High Value,Micrographic Dermatologic Surgery,NY,3,639.3333333333334,207.13233351376007
Low Volume Low Value,Family Practice,CA,4636,327.5410914581536,62.20061624407517
Low Volume Low Value,Pulmonary Disease,PA,273,493.3663003663004,71.08504296839105
Low Volume High Value,Nephrology,PA,109,579.2110091743119,126.57757962043095
High Volume Low Value,Undefined Physician type,CA,8,2766.875,66.5949254137342
High Volume Low Value,Sports Medicine,NY,27,5314.62962962963,66.90819170047264
High Volume High Value,Ambulance Service Provider,PA,465,8264.472688172043,224.17326194066578
High Volume Low Value,Orthopedic Surgery,TX,209,3870.373205741627,64.61263679026473
High Volume Low Value,Diagnostic Radiology,FL,1361,9043.304996326231,48.567767287637274
High Volume Low Value,Interventional Cardiology,PA,57,2180.8947368421054,70.31393193810995
Low Volume Low Value,Colorectal Surgery (Proctology),NY,53,190.16981132075472,77.97404232066268
High Volume High Value,Thoracic Surgery,NY,4,1228.5,265.99865330849207
Low Volume High Value,Mass Immunizer Roster Biller,TX,5,202.8,167.90869113848333
Low Volume High Value,Medical Toxicology,CA,3,134.66666666666666,124.47380721026667
Low Volume High Value,Hematology-Oncology,CA,140,417.17857142857144,116.79219498683315
Low Volume Low Value,Certified Registered Nurse Anesthetist (CRNA),NY,785,78.94904458598727,70.1830046992163
High Volume High Value,Ambulatory Surgical Center,FL,233,10882.982832618025,1001.659192084563
Low Volume Low Value,Pathology,TX,401,465.61346633416457,31.542673618587774
Low Volume Low Value,Addiction Medicine,NY,9,83.88888888888889,63.245726648666654
High Volume Low Value,Registered Dietitian or Nutrition Professional,TX,3,4014.3333333333335,26.728868298222224
Low Volume High Value,Nuclear Medicine,NY,17,654.9411764705883,369.6738563958821
Low Volume High Value,Mass Immunizer Roster Biller,NY,2,391.0,365.59311550772225
High Volume High Value,Orthopedic Surgery,CA,567,4150.909347442681,208.59346776330798
Low Volume Low Value,Urology,TX,150,464.23333333333335,69.64441879849035
Low Volume High Value,Nurse Practitioner,FL,897,150.50390189520624,127.66226604648071
High Volume Low Value,Pharmacy,TX,47,13033.191489361701,44.160047909052835
Low Volume Low Value,Dermatology,NY,331,427.66163141993957,69.53393502370302
High Volume High Value,Cardiology,TX,309,4965.074433656958,176.1656092526192
Low Volume High Value,Infectious Disease,PA,76,302.64473684210526,112.27794270010092
High Volume Low Value,Clinical Cardiac Electrophysiology,TX,22,3229.090909090909,75.44066160808848
High Volume Low Value,General Practice,PA,26,2259.923076923077,66.96365178905572
Low Volume High Value,Dentist,TX,3,422.6666666666667,397.2211310984964
Low Volume High Value,Oral Surgery (Dentist only),PA,8,92.5,188.32492571477496
High Volume Low Value,Geriatric Psychiatry,TX,3,3426.3333333333335,84.36561465728323
Low Volume Low Value,Dermatology,FL,155,442.43225806451613,60.769470665944766
Low Volume High Value,Cardiology,NY,229,472.8515283842795,167.5837475591438
Low Volume Low Value,Centralized Flu,NY,76,544.8157894736842,43.548918586078486
High Volume High Value,Emergency Medicine,NY,56,2829.875,122.1031339770411
Low Volume High Value,Rheumatology,FL,24,261.125,113.84159600756284
Low Volume Low Value,Clinical Laboratory,FL,52,330.25,40.16439251520928
High Volume Low Value,Preventive Medicine,CA,12,2142.75,54.2213144858356
Low Volume High Value,Addiction Medicine,FL,2,642.5,136.10349504725
Low Volume High Value,Pharmacy,TX,4,232.25,239.05911430058333
Low Volume Low Value,Anesthesiology,FL,1109,179.32822362488727,64.23607431503785
Low Volume Low Value,Otolaryngology,TX,276,430.1286231884058,71.69139907789062
High Volume High Value,Otolaryngology,CA,137,2500.956204379562,220.1317118726103
Low Volume High Value,Gynecological Oncology,FL,46,316.39130434782606,172.4016424849274
Low Volume High Value,Neurology,TX,333,374.9069069069069,128.9153104464478
High Volume High Value,Orthopedic Surgery,NY,331,3994.7220543806648,209.3308885364396
Low Volume High Value,Speech Language Pathologist,TX,25,395.6,122.71819078151398
Low Volume Low Value,Allergy/ Immunology,CA,59,377.96610169491527,68.29321670031291
High Volume High Value,Obstetrics & Gynecology,PA,12,4465.416666666667,150.01483980906593
High Volume High Value,Hematology-Oncology,PA,14,1319.2142857142858,109.7860234598753
Low Volume High Value,Medical Oncology,TX,69,342.3188405797101,124.37876622919187
High Volume Low Value,Speech Language Pathologist,CA,3,2143.6666666666665,64.54931661315278
High Volume Low Value,Pain Management,PA,45,2719.266666666667,77.15018951306556
Low Volume High Value,Neuropsychiatry,TX,1,85.0,120.87019444449999
Low Volume High Value,"Psychologist, Clinical",CA,695,378.3402877697842,119.34199128757747
Low Volume High Value,Surgical Oncology,CA,76,276.5131578947368,181.68567842239378
Low Volume High Value,Colorectal Surgery (Proctology),NY,83,342.5542168674699,153.76684621201434
Low Volume Low Value,Surgical Oncology,CA,16,128.4375,78.82077664515626
High Volume High Value,Neuropsychiatry,CA,2,1410.5,106.74191368
Low Volume High Value,Osteopathic Manipulative Medicine,TX,1,774.0,106.52125640034001
Low Volume Low Value,Nurse Practitioner,TX,8917,255.471739374229,55.44416283212975
Low Volume Low Value,Chiropractic,PA,1548,369.2215762273902,25.808364148026627
High Volume Low Value,Family Practice,TX,1813,3396.0987313844457,51.28531712060049
High Volume Low Value,Interventional Pain Management,CA,47,4396.510638297872,78.50716493831099
High Volume Low Value,Physician Assistant,TX,635,3022.363779527559,48.68384225850811
Low Volume High Value,Certified Registered Nurse Anesthetist (CRNA),CA,611,145.2684124386252,134.48786234930324
High Volume Low Value,Nephrology,FL,88,4932.056818181818,76.32536043993687
High Volume High Value,Clinical Cardiac Electrophysiology,NY,101,5601.934653465347,166.97734776704226
High Volume High Value,Urology,PA,77,4231.728571428571,134.05526135279354
High Volume High Value,Otolaryngology,TX,70,3299.6285714285714,274.3827837002076
High Volume Low Value,Certified Clinical Nurse Specialist,NY,1,1153.0,69.365724198
High Volume Low Value,Undersea and Hyperbaric Medicine,CA,3,4074.3333333333335,74.0808850913812
High Volume High Value,Clinical Cardiac Electrophysiology,TX,116,4642.198275862069,156.0234365399865
Low Volume Low Value,Independent Diagnostic Testing Facility (IDTF),TX,36,257.1111111111111,70.9407639964945
Low Volume High Value,Thoracic Surgery,TX,153,213.359477124183,371.93815788566184
High Volume High Value,Medical Oncology,TX,6,17067.166666666668,115.26990364382544
High Volume Low Value,General Surgery,FL,37,2606.9189189189187,71.54742673256446
Low Volume High Value,Ambulance Service Provider,FL,3,793.2666666666668,216.35835542959998
High Volume High Value,Ambulance Service Provider,CA,236,32344.497881355932,309.9925719853668
Low Volume High Value,General Surgery,NY,665,285.3654135338346,203.66351716779016
Low Volume High Value,Ambulatory Surgical Center,PA,106,475.99056603773585,773.8437886132184
Low Volume Low Value,Neurosurgery,TX,100,165.11,74.6765927048714
High Volume Low Value,Radiation Oncology,PA,45,2077.6444444444446,87.39594237372032
Low Volume High Value,Obstetrics & Gynecology,PA,42,320.14285714285717,153.66932445457581
Low Volume High Value,Opioid Treatment Program,TX,14,425.57142857142856,179.2027099927857
High Volume Low Value,Advanced Heart Failure and Transplant Cardiology,NY,7,3244.5714285714284,74.65839629010149
High Volume High Value,Undefined Physician type,CA,17,8130.823529411765,199.92856405862926
High Volume Low Value,Cardiac Surgery,CA,5,2522.2,80.0400321484865
Low Volume Low Value,Geriatric Psychiatry,TX,3,421.6666666666667,79.90645700415554
Low Volume Low Value,Audiologist,FL,353,339.1586402266289,26.908797082462954
Low Volume High Value,Family Practice,NY,215,295.0604651162791,120.32623897105961
Low Volume Low Value,Hand Surgery,FL,43,473.90697674418607,61.492966914009315
Low Volume High Value,Pulmonary Disease,TX,92,327.7608695652174,129.93658668526
High Volume Low Value,Slide Preparation Facility,CA,3,13489.333333333334,43.69234684083333
High Volume Low Value,Interventional Cardiology,NY,21,2843.8571428571427,75.32509360894439
Low Volume Low Value,Oral Surgery (Dentist only),TX,36,165.36111111111111,52.7901392203471
Low Volume Low Value,Psychiatry,NY,1266,285.66824644549763,69.89392914592953
Low Volume Low Value,Physical Medicine and Rehabilitation,TX,218,415.41284403669727,76.19682075034845
Low Volume Low Value,Interventional Cardiology,FL,34,579.1176470588235,76.48371701708422
Low Volume High Value,Gastroenterology,TX,392,519.8163265306123,112.3926733325623
Low Volume High Value,Otolaryngology,NY,125,450.232,164.72487221280232
High Volume High Value,Clinical Laboratory,FL,29,27279.310344827587,274.4505877611242
Low Volume High Value,Certified Clinical Nurse Specialist,PA,1,433.0,104.71228637
High Volume High Value,General Practice,PA,2,2961.5,628.2533973177583
Low Volume Low Value,Physician Assistant,TX,3924,254.34926095820592,55.513771539140464
Low Volume High Value,Nurse Practitioner,NY,485,123.84536082474227,123.65785380559791
Low Volume Low Value,Mass Immunizer Roster Biller,NY,772,389.0766839378239,39.60675492052685
High Volume Low Value,Mass Immunizer Roster Biller,NY,1024,3019.8125,51.40895274239456
Low Volume Low Value,Critical Care (Intensivists),PA,109,386.3302752293578,81.76056849653946
Low Volume Low Value,Mass Immunizer Roster Biller,PA,598,484.39130434782606,40.02336896728662
High Volume High Value,Family Practice,PA,44,7846.954545454545,114.33964605881668
High Volume Low Value,Otolaryngology,NY,193,2428.1968911917097,80.84353681556284
High Volume Low Value,Neurology,FL,175,12376.48,83.05854048151373
High Volume High Value,Oral Surgery (Dentist only),CA,11,3694.818181818182,352.17852624840106
Low Volume High Value,Diagnostic Radiology,TX,28,412.2142857142857,220.96819768436293
High Volume High Value,Hospice and Palliative Care,FL,2,3596.5,106.02898122945834
High Volume High Value,Pain Management,PA,16,6062.21875,139.28364465852303
Low Volume Low Value,Surgical Oncology,NY,25,183.88,82.53246999998238
Low Volume Low Value,Hospice and Palliative Care,PA,66,292.93939393939394,83.18014915240028
Low Volume High Value,Undefined Physician type,NY,5,183.2,204.98737889865552
High Volume Low Value,Clinical Laboratory,PA,48,148662.24375,33.82399747680943
Low Volume Low Value,Vascular Surgery,TX,76,378.69736842105266,73.13125087797559
High Volume Low Value,Ambulance Service Provider,PA,13,6274.223076923076,94.90562072300382
High Volume Low Value,Nurse Practitioner,PA,486,2438.3024691358023,60.166514747102035
High Volume High Value,Nephrology,TX,399,2699.750877192983,137.0623460128452
Low Volume High Value,Emergency Medicine,CA,2149,374.88971614704514,116.34755418143033
Low Volume Low Value,Orthopedic Surgery,TX,426,352.03051643192487,60.442146800555925
Low Volume High Value,Dermatology,NY,49,406.3265306122449,171.9705081231029
Low Volume Low Value,Licensed Clinical Social Worker,PA,526,225.50399239543728,71.2461095124535
High Volume High Value,Vascular Surgery,NY,108,3065.5,320.3351149844725
Low Volume Low Value,Infectious Disease,CA,128,292.2421875,80.24808351360485
High Volume Low Value,General Surgery,CA,44,3273.6136363636365,77.28908991618421
Low Volume Low Value,Centralized Flu,CA,121,637.1074380165289,43.607541483427525
High Volume High Value,Allergy/ Immunology,CA,2,11707.5,108.67605670634055
Low Volume Low Value,Undersea and Hyperbaric Medicine,NY,8,489.0,57.84243496971989
Low Volume Low Value,Obstetrics & Gynecology,TX,1154,117.657712305026,53.67884769406587
High Volume High Value,Radiation Oncology,PA,134,2109.0373134328356,144.98978300048117
High Volume High Value,Ambulatory Surgical Center,CA,213,8245.964788732394,1135.2730785387078
Low Volume Low Value,Speech Language Pathologist,FL,80,345.025,68.2239131189967
Low Volume Low Value,Interventional Cardiology,CA,36,357.52777777777777,68.99163431349719
Low Volume Low Value,Interventional Cardiology,TX,48,460.25,71.82485025559039
High Volume Low Value,Speech Language Pathologist,TX,11,1499.090909090909,67.77798028744394
High Volume High Value,Nurse Practitioner,NY,19,2500.315789473684,137.96797611822086
High Volume Low Value,Audiologist,PA,8,1293.875,30.034086728968333
Low Volume High Value,General Practice,PA,3,222.0,212.74250511738887
Low Volume Low Value,Occupational Therapist in Private Practice,CA,272,496.2720588235294,30.693338331536278
Low Volume Low Value,Neurology,FL,342,377.4298245614035,82.65302058255244
High Volume Low Value,Gynecological Oncology,TX,12,18894.666666666668,60.25561689189875
High Volume Low Value,Pediatric Medicine,NY,11,13467.636363636364,52.65141358106883
Low Volume Low Value,Gynecological Oncology,NY,27,163.92592592592592,69.43299939964335
High Volume High Value,Infectious Disease,PA,14,1616.357142857143,109.304750179962
Low Volume High Value,Allergy/ Immunology,FL,7,33.42857142857143,106.64136152571427
High Volume High Value,Addiction Medicine,TX,1,1725.0,101.37381794811111
Low Volume Low Value,Neurology,NY,420,282.93333333333334,77.609249729656
High Volume Low Value,Occupational Therapist in Private Practice,CA,331,3092.7069486404835,33.67041759634191
Low Volume High Value,Nurse Practitioner,TX,594,120.17676767676768,127.53651330143208
Low Volume High Value,Neurology,NY,570,355.85263157894735,134.28829898422796
High Volume Low Value,Rheumatology,FL,231,77406.99134199134,50.804852268182294
Low Volume High Value,Hematology-Oncology,PA,95,417.9578947368421,112.30404666172966
Low Volume Low Value,Orthopedic Surgery,PA,272,356.91911764705884,61.62542950642462
High Volume High Value,Interventional Pain Management,NY,26,8998.576923076924,139.3045011746465
Low Volume High Value,Sports Medicine,PA,3,505.6666666666667,132.7001460660025
Low Volume Low Value,Home Infusion Therapy Services,FL,2,378.0,19.45901658225
Low Volume High Value,Osteopathic Manipulative Medicine,NY,7,235.28571428571428,133.86632563579286
High Volume Low Value,Peripheral Vascular Disease,CA,2,1962.0,53.309437560746375
Low Volume Low Value,General Surgery,CA,482,185.04149377593362,77.66162130863816
Low Volume Low Value,Cardiology,NY,372,461.01747311827955,63.96514791289519
High Volume Low Value,Gastroenterology,CA,87,2700.0459770114944,88.91714749110834
Low Volume Low Value,Clinical Laboratory,NY,20,312.1,43.98216461304476
Low Volume High Value,Sleep Medicine,NY,12,281.1666666666667,145.34069975156365
High Volume High Value,Gastroenterology,FL,302,2675.3476821192053,119.98876572083412
Low Volume Low Value,Physical Therapist in Private Practice,TX,1088,502.53308823529414,26.138443148714973
Low Volume High Value,"Psychologist, Clinical",NY,299,360.30434782608694,119.83664142334635
High Volume Low Value,Anesthesiology,PA,42,4741.190476190476,75.11014253153544
Low Volume High Value,Colorectal Surgery (Proctology),PA,43,483.2325581395349,146.38137526565552
Low Volume High Value,Mammography Center,CA,1,319.0,150.00442006
High Volume High Value,Anesthesiology,TX,66,5285.469696969697,141.415258998523
Low Volume Low Value,Geriatric Psychiatry,CA,10,576.8,88.60631884040212
High Volume Low Value,Interventional Radiology,NY,25,3336.64,50.652797734339686
Low Volume Low Value,Adult Congenital Heart Disease,CA,5,480.2,50.71379675180221
High Volume Low Value,Pharmacy,CA,49,210674.91836734695,39.24646351144831
Low Volume High Value,Diagnostic Radiology,NY,83,406.5421686746988,204.3184793080719
Low Volume High Value,Obstetrics & Gynecology,NY,139,236.97841726618705,143.54735515091852
Low Volume Low Value,Interventional Pain Management,PA,19,499.94736842105266,65.08174184001264
High Volume High Value,Plastic and Reconstructive Surgery,NY,14,2749.5,259.88605450876923
Low Volume High Value,Pain Management,FL,14,437.35714285714283,143.161399519939
Low Volume High Value,Ambulance Service Provider,TX,54,632.7296296296298,243.42838358482453
Low Volume High Value,Endocrinology,PA,23,337.5217391304348,110.18396935290184
High Volume High Value,Obstetrics & Gynecology,CA,30,4585.266666666666,168.62868345948465
High Volume High Value,Radiation Therapy Center,NY,1,2985.0,239.13935711668
High Volume Low Value,Cardiology,FL,731,4246.98440492476,72.14705129425829
High Volume Low Value,Ophthalmology,PA,177,2316.090395480226,78.81288877008902
Low Volume High Value,Certified Registered Nurse Anesthetist (CRNA),TX,1444,119.43144044321329,144.7089721081143
High Volume High Value,Plastic and Reconstructive Surgery,TX,8,3387.625,185.83699640624775
